"","page","sales"
"1501","A",20.33
"1502","A",17.47
"1503","A",21.14
"1504","A",19.92
"1505","A",16.82
"1506","A",21.82
"1507","A",28.31
"1508","A",26.93
"1509","A",30.02
"1510","A",36.55
"1511","A",25.28
"1512","A",19.65
"1513","A",12.32
"1514","A",17.31
"1515","A",20.1
"1516","A",19.39
"1517","A",13.01
"1518","A",19.55
"1519","A",14.23
"1520","A",24.01
"1521","A",15.08
"1522","A",15.33
"1523","A",23.19
"1524","A",26.45
"1525","A",27.15
"1526","A",19.2
"1527","A",20.86
"1528","A",16
"1529","A",30.28
"1530","A",19.04
"1531","A",18.4
"1532","A",19.12
"1533","A",18.92
"1534","A",24.61
"1535","A",18.14
"1536","A",14.16
"1537","A",22.09
"1538","A",17.56
"1539","A",17.4
"1540","A",10.08
"1541","A",18.23
"1542","A",16.2
"1543","A",18.37
"1544","A",24.69
"1545","A",17.72
"1546","A",17.93
"1547","A",31.36
"1548","A",21.76
"1549","A",19.63
"1550","A",16.69
"1551","A",24.75
"1552","A",18.69
"1553","A",17.79
"1554","A",15.33
"1555","A",13.45
"1556","A",12.38
"1557","A",20.66
"1558","A",32.81
"1559","A",18.64
"1560","A",17.15
"1561","A",21.03
"1562","A",17.04
"1563","A",19.74
"1564","A",14.46
"1565","A",26.41
"1566","A",25.87
"1567","A",19.47
"1568","A",19.24
"1569","A",11.63
"1570","A",22.19
"1571","A",8.07
"1572","A",20.28
"1573","A",22.64
"1574","A",17.15
"1575","A",9.01
"1576","A",21.63
"1577","A",13.8
"1578","A",18.43
"1579","A",20.5
"1580","A",14.63
"1581","A",24.84
"1582","A",17.7
"1583","A",14.39
"1584","A",21.7
"1585","A",16.95
"1586","A",16.85
"1587","A",21.01
"1588","A",14.27
"1589","A",16.97
"1590","A",25.34
"1591","A",23.63
"1592","A",18.96
"1593","A",12.61
"1594","A",25.44
"1595","A",21.7
"1596","A",23.59
"1597","A",12.04
"1598","A",23.24
"1599","A",19.11
"1600","A",22.72
"1601","A",21.92
"1602","A",13.76
"1603","A",21.03
"1604","A",19.75
"1605","A",21.34
"1606","A",30.94
"1607","A",19.79
"1608","A",16.58
"1609","A",21.45
"1610","A",16.47
"1611","A",29.47
"1612","A",21.68
"1613","A",20.38
"1614","A",26.19
"1615","A",23.44
"1616","A",18.17
"1617","A",27.97
"1618","A",28.34
"1619","A",30.26
"1620","A",21.19
"1621","A",19.8
"1622","A",16.16
"1623","A",14.03
"1624","A",17.65
"1625","A",19.87
"1626","A",16.39
"1627","A",20.86
"1628","A",23.37
"1629","A",20.09
"1630","A",14.87
"1631","A",30.03
"1632","A",16.62
"1633","A",11.29
"1634","A",19.58
"1635","A",28.62
"1636","A",27.82
"1637","A",12.01
"1638","A",21.26
"1639","A",19.58
"1640","A",18.27
"1641","A",17.08
"1642","A",20.57
"1643","A",19.89
"1644","A",17.88
"1645","A",14.34
"1646","A",12.61
"1647","A",19.07
"1648","A",27.73
"1649","A",19.15
"1650","A",21.76
"1651","A",18.86
"1652","A",24.61
"1653","A",19.29
"1654","A",23.72
"1655","A",30.37
"1656","A",21.93
"1657","A",23.21
"1658","A",16.94
"1659","A",16.77
"1660","A",26.75
"1661","A",18.07
"1662","A",21.52
"1663","A",23.06
"1664","A",29.58
"1665","A",21.62
"1666","A",25.06
"1667","A",13.02
"1668","A",23.58
"1669","A",26.66
"1670","A",19.02
"1671","A",20.48
"1672","A",26.22
"1673","A",12.59
"1674","A",19.63
"1675","A",23.47
"1676","A",29.49
"1677","A",26.79
"1678","A",26.28
"1679","A",15.13
"1680","A",27.55
"1681","A",29.09
"1682","A",26.67
"1683","A",20.7
"1684","A",19.68
"1685","A",18.5
"1686","A",21.78
"1687","A",19.99
"1688","A",12.67
"1689","A",23.65
"1690","A",15.58
"1691","A",16.45
"1692","A",13.21
"1693","A",20.24
"1694","A",27.52
"1695","A",14.67
"1696","A",22.3
"1697","A",18.11
"1698","A",21.94
"1699","A",14.65
"1700","A",13.47
"1701","A",18.07
"1702","A",18.02
"1703","A",14.23
"1704","A",16.94
"1705","A",21.71
"1706","A",16.66
"1707","A",27.59
"1708","A",20.02
"1709","A",29.18
"1710","A",15.34
"1711","A",25.39
"1712","A",24.54
"1713","A",19.24
"1714","A",12.24
"1715","A",30.54
"1716","A",17.79
"1717","A",11.61
"1718","A",20.64
"1719","A",29.67
"1720","A",18.48
"1721","A",23.39
"1722","A",23.41
"1723","A",23.84
"1724","A",9.6
"1725","A",16.35
"1726","A",24.41
"1727","A",29.09
"1728","A",13.98
"1729","A",28.4
"1730","A",24.59
"1731","A",20.52
"1732","A",12.08
"1733","A",23.03
"1734","A",20.53
"1735","A",12.19
"1736","A",21.74
"1737","A",20.82
"1738","A",19.99
"1739","A",17.2
"1740","A",19.7
"1741","A",28.51
"1742","A",19.59
"1743","A",21.39
"1744","A",16.16
"1745","A",20.87
"1746","A",11.02
"1747","A",13.95
"1748","A",26.23
"1749","A",19.09
"1750","A",21.57
"1751","A",14.57
"1752","A",22.14
"1753","A",9.58
"1754","A",14.73
"1755","A",14.57
"1756","A",23.91
"1757","A",22.75
"1758","A",17.77
"1759","A",25.44
"1760","A",21.43
"1761","A",15.01
"1762","A",15.9
"1763","A",13.8
"1764","A",15.42
"1765","A",32.67
"1766","A",26.96
"1767","A",15.03
"1768","A",12.69
"1769","A",23.78
"1770","A",26.95
"1771","A",16.74
"1772","A",15.18
"1773","A",16.73
"1774","A",24.65
"1775","A",20.25
"1776","A",30.15
"1777","A",11.31
"1778","A",18.7
"1779","A",20.89
"1780","A",12.55
"1781","A",22.75
"1782","A",9.28
"1783","A",19.81
"1784","A",14.97
"1785","A",24.37
"1786","A",15.09
"1787","A",18.22
"1788","A",24.32
"1789","A",18.41
"1790","A",21.5
"1791","A",13.11
"1792","A",23.41
"1793","A",19.77
"1794","A",19.89
"1795","A",17.58
"1796","A",24.26
"1797","A",22.08
"1798","A",24.24
"1799","A",20.47
"1800","A",19.05
"1801","A",20.04
"1802","A",14.45
"1803","A",24.58
"1804","A",12.47
"1805","A",21.28
"1806","A",19.38
"1807","A",15.92
"1808","A",19.65
"1809","A",11.12
"1810","A",16.1
"1811","A",23.87
"1812","A",22.3
"1813","A",14.69
"1814","A",30.57
"1815","A",26.36
"1816","A",13.32
"1817","A",13.69
"1818","A",24.49
"1819","A",18.35
"1820","A",15.76
"1821","A",23.62
"1822","A",25.15
"1823","A",22.34
"1824","A",12.51
"1825","A",21.28
"1826","A",18.79
"1827","A",14.21
"1828","A",26.9
"1829","A",20.87
"1830","A",21.79
"1831","A",26.48
"1832","A",23.42
"1833","A",24.52
"1834","A",19.1
"1835","A",12.27
"1836","A",9.26
"1837","A",25.46
"1838","A",31.72
"1839","A",20.42
"1840","A",11.82
"1841","A",19.29
"1842","A",21.4
"1843","A",25.6
"1844","A",19.87
"1845","A",15.97
"1846","A",13.94
"1847","A",20.47
"1848","A",21.96
"1849","A",15.76
"1850","A",26.71
"1851","A",25.82
"1852","A",18.34
"1853","A",13.52
"1854","A",25.54
"1855","A",19.26
"1856","A",23.77
"1857","A",21.78
"1858","A",23.51
"1859","A",16.02
"1860","A",17.5
"1861","A",22.57
"1862","A",22.38
"1863","A",17.51
"1864","A",23.53
"1865","A",22.04
"1866","A",17.4
"1867","A",28.01
"1868","A",15.89
"1869","A",21.61
"1870","A",32.09
"1871","A",16.96
"1872","A",17.93
"1873","A",8.74
"1874","A",22.17
"1875","A",18.74
"1876","A",20.54
"1877","A",20.83
"1878","A",15.78
"1879","A",17.71
"1880","A",21.58
"1881","A",15.86
"1882","A",14.07
"1883","A",16.46
"1884","A",24.55
"1885","A",25.53
"1886","A",15.83
"1887","A",20.05
"1888","A",24.6
"1889","A",20.96
"1890","A",14.06
"1891","A",20.91
"1892","A",22.59
"1893","A",21.59
"1894","A",19.39
"1895","A",13.79
"1896","A",18.2
"1897","A",21.65
"1898","A",20.31
"1899","A",26.22
"1900","A",20.53
"1901","A",15.2
"1902","A",24.23
"1903","A",11.24
"1904","A",27.12
"1905","A",19.82
"1906","A",15.64
"1907","A",28.3
"1908","A",18.11
"1909","A",17.96
"1910","A",10.75
"1911","A",20.08
"1912","A",25.03
"1913","A",20.45
"1914","A",19.76
"1915","A",16.37
"1916","A",19.37
"1917","A",22.49
"1918","A",16.18
"1919","A",25.28
"1920","A",22.32
"1921","A",14.47
"1922","A",24.73
"1923","A",17.64
"1924","A",23.04
"1925","A",23.56
"1926","A",24.47
"1927","A",20.61
"1928","A",28.58
"1929","A",12.64
"1930","A",22.37
"1931","A",26.51
"1932","A",12.83
"1933","A",22.81
"1934","A",13.06
"1935","A",20.78
"1936","A",19.13
"1937","A",20.07
"1938","A",13.92
"1939","A",22.54
"1940","A",14.12
"1941","A",26.33
"1942","A",19.19
"1943","A",24.96
"1944","A",18.05
"1945","A",16.43
"1946","A",24.63
"1947","A",10.94
"1948","A",20.44
"1949","A",26.06
"1950","A",19.87
"1951","A",20.79
"1952","A",25.54
"1953","A",14.36
"1954","A",18.5
"1955","A",15.54
"1956","A",24.73
"1957","A",17.92
"1958","A",19.6
"1959","A",14.12
"1960","A",19.28
"1961","A",15.25
"1962","A",19.16
"1963","A",24.38
"1964","A",18.92
"1965","A",10.53
"1966","A",22.75
"1967","A",19.63
"1968","A",17.73
"1969","A",16.64
"1970","A",19.65
"1971","A",14.21
"1972","A",23.14
"1973","A",27.46
"1974","A",13.29
"1975","A",20.81
"1976","A",19.5
"1977","A",30.27
"1978","A",21.53
"1979","A",16.19
"1980","A",19.33
"1981","A",21.29
"1982","A",14.12
"1983","A",14.42
"1984","A",15.24
"1985","A",13.45
"1986","A",26.06
"1987","A",19.03
"1988","A",22.41
"1989","A",24.83
"1990","A",26.95
"1991","A",9.85
"1992","A",15.85
"1993","A",15.4
"1994","A",19.03
"1995","A",11.64
"1996","A",20.99
"1997","A",15.94
"1998","A",21.29
"1999","A",25.07
"2000","A",17.89
"2001","A",20.41
"2002","A",27.33
"2003","A",22.44
"2004","A",16.09
"2005","A",22.02
"2006","A",17.25
"2007","A",25.49
"2008","A",11.33
"2009","A",19.95
"2010","A",21.98
"2011","A",11.51
"2012","A",24.87
"2013","A",15.59
"2014","A",21.52
"2015","A",17.91
"2016","A",27.23
"2017","A",28.94
"2018","A",23.77
"2019","A",22.45
"2020","A",22.15
"2021","A",18.98
"2022","A",28.57
"2023","A",21.04
"2024","A",17.17
"2025","A",28.95
"2026","A",13.98
"2027","A",21.6
"2028","A",16.46
"2029","A",16.26
"2030","A",21.55
"2031","A",18.47
"2032","A",19.51
"2033","A",28.64
"2034","A",16.12
"2035","A",26.45
"2036","A",20.04
"2037","A",15.89
"2038","A",17.46
"2039","A",29.48
"2040","A",19.19
"2041","A",13.97
"2042","A",19.95
"2043","A",23.01
"2044","A",20.93
"2045","A",23.48
"2046","A",17.23
"2047","A",9.28
"2048","A",13.48
"2049","A",26.96
"2050","A",20.22
"2051","A",18.63
"2052","A",21.86
"2053","A",16.83
"2054","A",17.5
"2055","A",12.97
"2056","A",17.75
"2057","A",13.76
"2058","A",19.76
"2059","A",22.97
"2060","A",23.34
"2061","A",18.89
"2062","A",27.24
"2063","A",8.07
"2064","A",9.82
"2065","A",16.58
"2066","A",29.45
"2067","A",18.05
"2068","A",5.14
"2069","A",24.4
"2070","A",23.78
"2071","A",11
"2072","A",13.05
"2073","A",19.05
"2074","A",23.31
"2075","A",22.32
"2076","A",15.73
"2077","A",26.86
"2078","A",25.72
"2079","A",19.69
"2080","A",16.91
"2081","A",25.21
"2082","A",22.33
"2083","A",17.03
"2084","A",9.28
"2085","A",18.7
"2086","A",16.02
"2087","A",20.08
"2088","A",20.25
"2089","A",21.15
"2090","A",12.79
"2091","A",17.93
"2092","A",13.93
"2093","A",28.57
"2094","A",16.58
"2095","A",21.35
"2096","A",19.97
"2097","A",18.33
"2098","A",20.09
"2099","A",20.7
"2100","A",14.61
"2101","A",22.32
"2102","A",18.87
"2103","A",21.32
"2104","A",16.13
"2105","A",17.07
"2106","A",20.95
"2107","A",16.6
"2108","A",23.1
"2109","A",17.71
"2110","A",16.16
"2111","A",20.14
"2112","A",28.58
"2113","A",11.3
"2114","A",19.64
"2115","A",24.55
"2116","A",19.6
"2117","A",23.3
"2118","A",24.78
"2119","A",18.59
"2120","A",19.09
"2121","A",21.77
"2122","A",8.66
"2123","A",24.18
"2124","A",26.96
"2125","A",7.17
"2126","A",15.7
"2127","A",20.28
"2128","A",13.7
"2129","A",23.62
"2130","A",18.31
"2131","A",26.83
"2132","A",16.46
"2133","A",15.57
"2134","A",15.9
"2135","A",12.97
"2136","A",15.22
"2137","A",25.47
"2138","A",16.91
"2139","A",20.55
"2140","A",17.25
"2141","A",13.62
"2142","A",25.04
"2143","A",17.68
"2144","A",24.58
"2145","A",20.62
"2146","A",16.74
"2147","A",12.99
"2148","A",21.33
"2149","A",28.8
"2150","A",18.97
"2151","A",22
"2152","A",6.3
"2153","A",25.06
"2154","A",14.79
"2155","A",20.92
"2156","A",27.07
"2157","A",18.05
"2158","A",23.09
"2159","A",17.3
"2160","A",24.22
"2161","A",19.73
"2162","A",14.7
"2163","A",32.31
"2164","A",16.06
"2165","A",28.39
"2166","A",19.15
"2167","A",23.01
"2168","A",16.87
"2169","A",20.14
"2170","A",27.96
"2171","A",24.76
"2172","A",16.24
"2173","A",13.94
"2174","A",22.49
"2175","A",14.4
"2176","A",18.61
"2177","A",12.2
"2178","A",20.7
"2179","A",19.91
"2180","A",12.12
"2181","A",15.54
"2182","A",19.56
"2183","A",20.65
"2184","A",27.59
"2185","A",14.05
"2186","A",10.18
"2187","A",19.27
"2188","A",18.94
"2189","A",13.03
"2190","A",12.83
"2191","A",13.23
"2192","A",17.05
"2193","A",10.83
"2194","A",18
"2195","A",15.33
"2196","A",28.78
"2197","A",20.81
"2198","A",21.82
"2199","A",12.26
"2200","A",20.35
"2201","A",19.54
"2202","A",18.5
"2203","A",13.94
"2204","A",9.57
"2205","A",16.88
"2206","A",24.38
"2207","A",22.67
"2208","A",7.15
"2209","A",24.51
"2210","A",23.85
"2211","A",19.46
"2212","A",13.66
"2213","A",32.4
"2214","A",18.53
"2215","A",17.69
"2216","A",30.91
"2217","A",27.93
"2218","A",11.39
"2219","A",12.75
"2220","A",18.26
"2221","A",17.92
"2222","A",28.3
"2223","A",16.81
"2224","A",12.77
"2225","A",19.53
"2226","A",26.08
"2227","A",16.77
"2228","A",24.46
"2229","A",28.21
"2230","A",21.3
"2231","A",23.21
"2232","A",13.57
"2233","A",30.09
"2234","A",16.23
"2235","A",31.46
"2236","A",18.35
"2237","A",22.86
"2238","A",18.14
"2239","A",18.49
"2240","A",17.97
"2241","A",20.43
"2242","A",17.73
"2243","A",18.17
"2244","A",17.11
"2245","A",18.88
"2246","A",22.95
"2247","A",24.53
"2248","A",17.75
"2249","A",11.03
"2250","A",17.98
"2251","A",26.95
"2252","A",21.59
"2253","A",19.16
"2254","A",20.65
"2255","A",20.78
"2256","A",16.68
"2257","A",17.95
"2258","A",18.65
"2259","A",16.79
"2260","A",14.56
"2261","A",19.98
"2262","A",15.88
"2263","A",25.85
"2264","A",27.5
"2265","A",19.04
"2266","A",19.31
"2267","A",10.29
"2268","A",19.49
"2269","A",22.12
"2270","A",24.79
"2271","A",7.65
"2272","A",9.22
"2273","A",17.25
"2274","A",22.5
"2275","A",26.51
"2276","A",19.23
"2277","A",10.33
"2278","A",21.62
"2279","A",28.1
"2280","A",24.93
"2281","A",19.64
"2282","A",18.89
"2283","A",15
"2284","A",17.01
"2285","A",28.28
"2286","A",13.18
"2287","A",18.54
"2288","A",20.84
"2289","A",14.86
"2290","A",18.51
"2291","A",20.02
"2292","A",22.52
"2293","A",30.39
"2294","A",18.41
"2295","A",18.6
"2296","A",18
"2297","A",23.42
"2298","A",19.48
"2299","A",25.85
"2300","A",12.73
"2301","A",12.45
"2302","A",19.77
"2303","A",19.34
"2304","A",19.58
"2305","A",18.1
"2306","A",17.92
"2307","A",22.32
"2308","A",29.15
"2309","A",27.34
"2310","A",7.93
"2311","A",25.44
"2312","A",15.34
"2313","A",20.49
"2314","A",23.61
"2315","A",26.89
"2316","A",20.36
"2317","A",11.13
"2318","A",10.91
"2319","A",21.7
"2320","A",17.29
"2321","A",20.71
"2322","A",20.67
"2323","A",15.24
"2324","A",21.69
"2325","A",17.88
"2326","A",22.01
"2327","A",20
"2328","A",15.14
"2329","A",10.45
"2330","A",24
"2331","A",10.99
"2332","A",32.64
"2333","A",25.42
"2334","A",20.24
"2335","A",22.01
"2336","A",20.05
"2337","A",18.69
"2338","A",14.43
"2339","A",14.99
"2340","A",21.74
"2341","A",24.01
"2342","A",23.98
"2343","A",23.01
"2344","A",15.35
"2345","A",21.69
"2346","A",22.57
"2347","A",18.12
"2348","A",18.79
"2349","A",20.73
"2350","A",18.79
"2351","A",24.72
"2352","A",16.34
"2353","A",12.18
"2354","A",27.19
"2355","A",20.98
"2356","A",14.5
"2357","A",9.35
"2358","A",12.66
"2359","A",18.23
"2360","A",23.58
"2361","A",25.69
"2362","A",18.54
"2363","A",10.5
"2364","A",22.3
"2365","A",20.48
"2366","A",21.28
"2367","A",22.58
"2368","A",8.52
"2369","A",24.2
"2370","A",20.72
"2371","A",15.42
"2372","A",10.01
"2373","A",19.41
"2374","A",18.34
"2375","A",12.05
"2376","A",18.02
"2377","A",3.52
"2378","A",20.16
"2379","A",25.13
"2380","A",20.14
"2381","A",25.42
"2382","A",22.08
"2383","A",15.29
"2384","A",18.97
"2385","A",16.82
"2386","A",19.33
"2387","A",27.71
"2388","A",19.43
"2389","A",16.26
"2390","A",13.51
"2391","A",20.43
"2392","A",15.84
"2393","A",15.63
"2394","A",25.95
"2395","A",19.03
"2396","A",17.94
"2397","A",17.62
"2398","A",9.64
"2399","A",20.62
"2400","A",16.76
"2401","A",25.35
"2402","A",14.54
"2403","A",17.12
"2404","A",18.94
"2405","A",12.36
"2406","A",19.23
"2407","A",24.26
"2408","A",26.39
"2409","A",27.29
"2410","A",17.92
"2411","A",21.85
"2412","A",18.51
"2413","A",12.96
"2414","A",18.85
"2415","A",16
"2416","A",10.09
"2417","A",20.75
"2418","A",11.39
"2419","A",20.26
"2420","A",15.32
"2421","A",16.36
"2422","A",21.2
"2423","A",20.72
"2424","A",14.61
"2425","A",24.81
"2426","A",14.39
"2427","A",9.64
"2428","A",20.31
"2429","A",19.71
"2430","A",24.44
"2431","A",19.09
"2432","A",20.55
"2433","A",18.22
"2434","A",28.02
"2435","A",20.57
"2436","A",18.08
"2437","A",23.19
"2438","A",26.43
"2439","A",22.03
"2440","A",17.41
"2441","A",16.05
"2442","A",12.98
"2443","A",26.97
"2444","A",24.56
"2445","A",23.54
"2446","A",24.92
"2447","A",22.76
"2448","A",21.81
"2449","A",15.82
"2450","A",9.62
"2451","A",24.34
"2452","A",23.46
"2453","A",20.06
"2454","A",17.51
"2455","A",14.96
"2456","A",19.49
"2457","A",26.25
"2458","A",22.48
"2459","A",15.22
"2460","A",19.01
"2461","A",18.52
"2462","A",21.8
"2463","A",22.32
"2464","A",17.42
"2465","A",24.39
"2466","A",18.99
"2467","A",18.18
"2468","A",20.89
"2469","A",27.22
"2470","A",23.92
"2471","A",24.34
"2472","A",15.88
"2473","A",19.22
"2474","A",16.25
"2475","A",17.5
"2476","A",22.35
"2477","A",22.94
"2478","A",23.51
"2479","A",26.78
"2480","A",17.14
"2481","A",15.8
"2482","A",16.81
"2483","A",22.53
"2484","A",18.56
"2485","A",19.12
"2486","A",19.99
"2487","A",10.81
"2488","A",20.41
"2489","A",33.02
"2490","A",18.09
"2491","A",20.71
"2492","A",26.98
"2493","A",20.86
"2494","A",23.99
"2495","A",16.56
"2496","A",21.93
"2497","A",25.13
"2498","A",20.76
"2499","A",21.95
"2500","A",15.44
"2501","A",12.67
"2502","A",17.7
"2503","A",20.29
"2504","A",24.86
"2505","A",19
"2506","A",17.83
"2507","A",25.09
"2508","A",17.73
"2509","A",14.01
"2510","A",24.36
"2511","A",32.38
"2512","A",22.94
"2513","A",25.26
"2514","A",13.71
"2515","A",27.72
"2516","A",25.36
"2517","A",28.21
"2518","A",20.88
"2519","A",23.63
"2520","A",17.28
"2521","A",15.97
"2522","A",15.81
"2523","A",20.41
"2524","A",22.4
"2525","A",10.69
"2526","A",19.16
"2527","A",22.91
"2528","A",9.35
"2529","A",28.7
"2530","A",14.86
"2531","A",30.37
"2532","A",18.66
"2533","A",19.55
"2534","A",20.85
"2535","A",24.56
"2536","A",26.28
"2537","A",21.81
"2538","A",19.54
"2539","A",22
"2540","A",20.24
"2541","A",18.38
"2542","A",19.11
"2543","A",16.55
"2544","A",23.31
"2545","A",20.88
"2546","A",30.01
"2547","A",25.83
"2548","A",27.04
"2549","A",27.69
"2550","A",30.42
"2551","A",16.51
"2552","A",29.94
"2553","A",16.74
"2554","A",16.62
"2555","A",21.15
"2556","A",2.65
"2557","A",24.52
"2558","A",17.83
"2559","A",13.82
"2560","A",15.79
"2561","A",17.94
"2562","A",16.92
"2563","A",22.69
"2564","A",19.97
"2565","A",19.8
"2566","A",10.86
"2567","A",20.54
"2568","A",23.2
"2569","A",17.52
"2570","A",17.36
"2571","A",26.1
"2572","A",21.39
"2573","A",14.66
"2574","A",20.34
"2575","A",15.52
"2576","A",17.07
"2577","A",20.05
"2578","A",16.84
"2579","A",23.1
"2580","A",19.69
"2581","A",19.93
"2582","A",23.4
"2583","A",18.69
"2584","A",13.01
"2585","A",16.2
"2586","A",12.79
"2587","A",22.73
"2588","A",23.69
"2589","A",27.84
"2590","A",19.81
"2591","A",19.34
"2592","A",16.38
"2593","A",24.68
"2594","A",18.2
"2595","A",18.38
"2596","A",16.69
"2597","A",11.62
"2598","A",16.34
"2599","A",12.08
"2600","A",13.07
"2601","A",24.44
"2602","A",13.98
"2603","A",25.36
"2604","A",17.22
"2605","A",17.33
"2606","A",12.71
"2607","A",20.04
"2608","A",19.78
"2609","A",24.17
"2610","A",19.63
"2611","A",15.41
"2612","A",17.97
"2613","A",11.45
"2614","A",23.77
"2615","A",23.37
"2616","A",19.17
"2617","A",19.29
"2618","A",13.24
"2619","A",17.64
"2620","A",21.85
"2621","A",17.88
"2622","A",23.22
"2623","A",22.2
"2624","A",10.5
"2625","A",14.9
"2626","A",16.12
"2627","A",19.09
"2628","A",23.41
"2629","A",19.27
"2630","A",24.02
"2631","A",19.53
"2632","A",19.76
"2633","A",12.41
"2634","A",24.07
"2635","A",27.91
"2636","A",28.11
"2637","A",19.26
"2638","A",21.99
"2639","A",23.24
"2640","A",22.82
"2641","A",21.03
"2642","A",16.46
"2643","A",21.07
"2644","A",25.11
"2645","A",22.65
"2646","A",17
"2647","A",26.02
"2648","A",17.4
"2649","A",19.52
"2650","A",22.78
"2651","A",19.75
"2652","A",20.04
"2653","A",20.75
"2654","A",25.74
"2655","A",14.54
"2656","A",15.59
"2657","A",19.52
"2658","A",15.67
"2659","A",22.14
"2660","A",27.37
"2661","A",19.78
"2662","A",9.42
"2663","A",20.07
"2664","A",10.56
"2665","A",17.61
"2666","A",26.16
"2667","A",21.28
"2668","A",23.27
"2669","A",10.48
"2670","A",20.6
"2671","A",24.12
"2672","A",24.25
"2673","A",17.55
"2674","A",20.42
"2675","A",24.35
"2676","A",21.55
"2677","A",17.36
"2678","A",15.66
"2679","A",27.45
"2680","A",25.08
"2681","A",13.4
"2682","A",20.37
"2683","A",21.42
"2684","A",15.52
"2685","A",19.46
"2686","A",21.73
"2687","A",16.24
"2688","A",21.68
"2689","A",30.84
"2690","A",10.45
"2691","A",26.95
"2692","A",13.98
"2693","A",25.41
"2694","A",19.59
"2695","A",15.28
"2696","A",14.68
"2697","A",19.04
"2698","A",6.7
"2699","A",17.55
"2700","A",22.39
"2701","A",21.93
"2702","A",14.78
"2703","A",20.74
"2704","A",20.75
"2705","A",15.83
"2706","A",16.94
"2707","A",16.4
"2708","A",26.12
"2709","A",16.45
"2710","A",18.35
"2711","A",16.88
"2712","A",15.21
"2713","A",23.27
"2714","A",19.6
"2715","A",16.21
"2716","A",14.43
"2717","A",18.62
"2718","A",12.08
"2719","A",27.43
"2720","A",18.77
"2721","A",21.09
"2722","A",29.76
"2723","A",17.32
"2724","A",20.76
"2725","A",24.76
"2726","A",18.07
"2727","A",17.22
"2728","A",24.28
"2729","A",23.16
"2730","A",21.84
"2731","A",22.37
"2732","A",22.46
"2733","A",23.73
"2734","A",19.63
"2735","A",25.09
"2736","A",17.68
"2737","A",13.37
"2738","A",25.16
"2739","A",19.45
"2740","A",22.51
"2741","A",5.64
"2742","A",17.4
"2743","A",25.12
"2744","A",18.52
"2745","A",14.27
"2746","A",16.93
"2747","A",15.56
"2748","A",29.37
"2749","A",26.11
"2750","A",13.95
"2751","A",19.71
"2752","A",19.45
"2753","A",29.04
"2754","A",15.3
"2755","A",19.51
"2756","A",26.42
"2757","A",19.48
"2758","A",19.64
"2759","A",21.84
"2760","A",21.39
"2761","A",16.08
"2762","A",13.69
"2763","A",16.68
"2764","A",11.33
"2765","A",27.74
"2766","A",16.92
"2767","A",24.08
"2768","A",19.41
"2769","A",21.67
"2770","A",17.8
"2771","A",26.16
"2772","A",22.79
"2773","A",15.38
"2774","A",17.24
"2775","A",15.39
"2776","A",22.41
"2777","A",21.84
"2778","A",20.83
"2779","A",16.84
"2780","A",17.65
"2781","A",19.9
"2782","A",19.78
"2783","A",27.11
"2784","A",21.83
"2785","A",16.83
"2786","A",15.65
"2787","A",23.87
"2788","A",21.34
"2789","A",12
"2790","A",16.25
"2791","A",16.87
"2792","A",19.9
"2793","A",24.41
"2794","A",20.63
"2795","A",21.16
"2796","A",27.14
"2797","A",24.85
"2798","A",18.69
"2799","A",18.93
"2800","A",21.17
"2801","A",19.87
"2802","A",31.6
"2803","A",13.4
"2804","A",24.38
"2805","A",25.42
"2806","A",18.43
"2807","A",25.1
"2808","A",15.65
"2809","A",35.1
"2810","A",19.97
"2811","A",24.45
"2812","A",21.25
"2813","A",14.15
"2814","A",15.76
"2815","A",11.19
"2816","A",23.38
"2817","A",17.29
"2818","A",15.25
"2819","A",18.58
"2820","A",24.32
"2821","A",24.55
"2822","A",19.33
"2823","A",15.72
"2824","A",19.88
"2825","A",14.82
"2826","A",18.85
"2827","A",17.11
"2828","A",24.03
"2829","A",16.47
"2830","A",13.87
"2831","A",26.5
"2832","A",22.37
"2833","A",14.36
"2834","A",13.95
"2835","A",15.64
"2836","A",27.57
"2837","A",30.03
"2838","A",16.96
"2839","A",28.42
"2840","A",10.44
"2841","A",20.81
"2842","A",19.84
"2843","A",27.69
"2844","A",14.4
"2845","A",21.95
"2846","A",21.59
"2847","A",26.72
"2848","A",15.71
"2849","A",26.75
"2850","A",20.99
"2851","A",26.46
"2852","A",19.42
"2853","A",30.04
"2854","A",22.06
"2855","A",20.27
"2856","A",19.65
"2857","A",26.08
"2858","A",27.41
"2859","A",23.91
"2860","A",18.79
"2861","A",30.55
"2862","A",18.93
"2863","A",24.62
"2864","A",14.13
"2865","A",19.79
"2866","A",20.67
"2867","A",25.22
"2868","A",14.98
"2869","A",15.66
"2870","A",17.05
"2871","A",15.83
"2872","A",20.87
"2873","A",20.92
"2874","A",20.13
"2875","A",14.91
"2876","A",14.91
"2877","A",14.43
"2878","A",27.23
"2879","A",18.79
"2880","A",20.09
"2881","A",12.59
"2882","A",30.71
"2883","A",9.19
"2884","A",18.95
"2885","A",9.74
"2886","A",8.55
"2887","A",19.02
"2888","A",24.61
"2889","A",16.77
"2890","A",21.91
"2891","A",17.16
"2892","A",26.85
"2893","A",18.55
"2894","A",18.67
"2895","A",23.08
"2896","A",10.71
"2897","A",21.4
"2898","A",25.97
"2899","A",21.47
"2900","A",17.08
"2901","A",19.08
